variant,n,psnr,ssim,lpips,time_ms,hole_fraction,median_time_ms
average,1240,26.664029308233395,0.792180628495275,0.12184027787943412,2.0229738443599525,0.0,2.1094929998071166
raft_uniform,1240,31.253926916711077,0.903016803245216,0.06608983099675594,2268.603431025003,0.011414729520257929,2701.976817499599
raft_hard,1240,30.381893334694148,0.8978599790045395,0.07098519274337788,2457.5106771338583,0.08317642311566212,2927.955111500978
raft_soft,1240,30.64735850735478,0.8998254268040051,0.07074524300706182,2458.4415566693488,0.03978722097961095,2927.625784499469
